"raw_row_number","date","time","location","lat","lng","geocode_source","beat","district","subject_race","subject_sex","type","violation","citation_issued","outcome","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","raw_race"
"1698134|1699224",2017-11-14,NA,"200 CHARTRES",29.7611979,-95.349207,"GM","10H10",10,NA,"male","vehicular","FAIL TO OBEY TRAFFIC CONTROL DEVICE, TO-WIT: A SIGN BEARING THE LEGEND.|DISPLAY AN EXPIRED TEXAS DRIVER'S LICENSE",TRUE,"citation",NA,NA,NA,NA,NA,NA
"2457554",2019-10-12,08:31:00,"8100 WEST SAM HOUSTON PKWY SOUTH SER RD",29.6916880370001,-95.557563713,"SU","19G10",19,"white","male","vehicular","OPERATING A COMMERCIAL MOTOR VEHICLE WITHOUT A CMV DRIVERS LICENSE  (SINGLE BLOCK)",TRUE,"citation",NA,NA,NA,"DODGE","PICK-UP","White"
"917631",2015-11-20,NA,"4100 REED RD",29.6582046,-95.3679357,"GM","14D20",14,"black","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",50,40,"TAN","CHEVROLET","SUBURBAN","Black"
"548653",2015-01-27,NA,NA,NA,NA,NA,NA,NA,"white","male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"BLACK","TOYOTA","CAMRY","White"
"2085273",2018-10-14,00:35:00,NA,NA,NA,NA,NA,NA,"white","male","vehicular","NO OPER. DRIVERS LICENSE (ACCIDENT)  NO VALID TEXAS DRIVERS LICENSE_(ACCIDENT)",TRUE,"citation",NA,NA,"RED","FORD","F150","White"
"2465096",2019-10-19,11:21:00,"300 GELLHORN DRIVE",29.7860085,-95.2633336,"GM","9C30",9,NA,"male","vehicular","DEFECTIVE EQUIPMENT - STOP LIGHTS (SINGLE BLOCK)",TRUE,"citation",NA,NA,"WHI","CHEV","2500",NA
"1235371",2016-08-10,NA,"1200 N  LOOP  W",29.8134737,-95.3833139,"GM","2A20",2,NA,"female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"GRAY","SCION","XA",NA
"2482995",2019-11-07,13:10:00,"10000 SH 225 FWY WB",31.4653950000001,-97.2136169999999,"SU",NA,NA,NA,"male","vehicular","CHANGING LANES NOT IN SAFETY - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","FREIGHTLINER","TRACTOR",NA
"806729|807304|807629",2015-08-13,NA,"10100 FONDREN",29.6708585,-95.5086701,"GM","17E20",17,"black","female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAIL TO DRIVE IN DESIGNATED LANE/NOT DRIVING WITHIN SINGLE LANE/SINGLE BLK - ACCIDENT|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"RED","JEEP","LIBERTY","Black"
"1569668",2017-06-14,NA,"16700 PARK ROW (E/B)",29.7899008,-95.6729997,"GM","4F30",4,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",45,35,"WHITE","FORD","MUSTANG",NA
"923522|923552|923629",2015-11-26,NA,"2100 N LOOP W",29.8105488,-95.4392477,"GM","3B30",3,"white","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|FAIL TO DRIVE IN DESIGNATED LANE/NOT DRIVING WITHIN SINGLE LANE/SINGLE BLK - ACCIDENT|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"BLUE","BUICK",NA,"White"
"2272286",2019-04-12,10:13:00,"700 N SHEPHERD",29.7832622,-95.4095765,"GM","2A30",2,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",50,35,"BLK","HOND","PILO","White"
"21799",2014-01-16,NA,"IH-610 AND WESTHEIMER",29.8132097,-95.374346,"GM","3B50",3,"black","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"BLACK","TOYT","RAV4","Black"
"144395",2014-04-04,NA,"US 90 AND WALLISVILLE ROAD",29.7996964,-95.2238209,"GM","9C40",9,NA,"female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",85,60,"BLACK","HOND","CIVI",NA
"1629892",2017-08-14,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"black","female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",78,60,"GRY","HONDA","ACCORD","Black"
"2081816",2018-10-11,07:54:00,"3500 N WAYSIDE",29.7932612,-95.2898947,"GM","9C20",9,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",70,40,"SIL","NISS","ALTI","Black"
"1500737",2017-04-15,NA,"8500 LA PORTE FWY, NORTH SERVICE RD",29.7084943,-95.2662178,"GM","11H30",11,"white","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",45,35,"GRY","TOYT","HIGH","White"
"1408969",2017-01-24,NA,"8600 CULLEN",29.666518,-95.3559439,"GM","14D20",14,NA,"female","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"WHITE","CHEVROLET","LUMINA",NA
"52433",2014-02-07,NA,"1100 BLODGETT",29.7316957,-95.3835572,"GM","10H70",10,"black","female","vehicular","CHANGING LANES NOT IN SAFETY",TRUE,"citation",NA,NA,"WHITE","CHEVY","SUBURBAN","Black"
"330260|331012",2014-08-04,NA,"11501 ROWAN",29.7011758,-95.5813383,"GM","19G20",19,"white","male","vehicular","BACKING NOT IN SAFETY/ UPON A STREET - ACCIDENT|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"GREEN","HONDA","ACCORD","White"
"1538648|1538951",2017-05-20,NA,"2500 WESTRIDGE",29.6823247,-95.4166756,"GM","15E40",15,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"WHITE","LINCOLN","TOWN CAR","Black"
"50165|50758",2014-02-06,NA,"9300 BOONE RD",29.6775045,-95.5745394,"GM","19G10",19,"white","male","vehicular","DEFECTIVE HEADLIGHTS-ONE OR BOTH|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"RED","LINC","TOWNCAR","White"
"2459319",2019-10-14,15:30:00,"BELLFORT STREET, 'EAST BOUND' AND SOUTHBANK STREET",29.66626,-95.332857,"GM","14D30",14,"black","female","vehicular","FLASHING RED LIGHT - INTERSECTION",TRUE,"citation",NA,NA,"BLK","KIA","SEDONA","Black"
"1253601|1254187|1254188",2016-08-29,NA,"3200 BLALOCK RD",29.8227395,-95.5223538,"GM","5F20",5,NA,"male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"BLACK","ACURA","INTEGRA",NA
"2498877",2019-11-25,14:25:00,"2400 S WAYSIDE DRIVE",29.7148307,-95.3154962,"GM","13D10",13,"black","female","vehicular","FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER",TRUE,"citation",NA,NA,"WHI","CHEVROLET","MALIBU","Black"
"2403406",2019-08-18,18:03:00,"10300 EAST FWY, NORTH SERVICE RD",29.7733086,-95.2471477,"GM","9C30",9,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",98,60,"BRO","FORD","EXPLORER",NA
"228649",2014-05-20,NA,"4300 SOUTH LOOP EAST N. S/R",29.680055,-95.3587662,"GM","14D20",14,"white","female","vehicular","NO VEHICLE INSPECTION STICKER",TRUE,"citation",NA,NA,"GRAY","CHEVY",NA,"White"
"832494",2015-09-05,NA,NA,NA,NA,NA,NA,NA,"white","female","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"GRAY","VOLKSWAGEN","JETTA","White"
"1801876",2018-02-20,15:24:00,"W 28TH (WEST BOUND ) AND BRINKMAN",29.811834,-95.414859,"SU","2A60",2,"white","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"RED","FORD","RANG","White"
"473407",2014-11-20,NA,"9800 BELLAIRE BOULEVARD",29.7046602,-95.5562231,"GM","20G10",20,"white","female","vehicular","SPEEDING-CONSTRUCTION ZONE-NO WORKERS PRESENT-DISTANCE BETWEEN BLOCK",TRUE,"citation",36,25,"WHITE","FORD","ESCA","White"
"2615780|2615781",2020-05-30,13:24:00,"600 DELZ ST",29.839173,-95.4096047,"GM","3B40",3,"black","male","vehicular","OPERATING MOTOR VEHICLE IN VIOLATION OF RESTRICTION CODE A ON DRIVERS LICENSE|NO (FRONT) (REAR) LICENSE PLATE",TRUE,"citation",NA,NA,"SILVER","CADILLAC","XTS","Black"
"2425660",2019-09-06,20:17:00,"2200 COCHRAN",29.7814002,-95.3561012,"GM","2A10",2,NA,"male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"SILVER","BUICK","4D",NA
"668760",2015-04-23,NA,"US 59 AND E CROSSTIMBERS",29.8284423,-95.3777036,"GM","3B50",3,"black","male","vehicular","SUPERHEAVY AND OVERSIZED EQUIPMENT PERMIT VIOLATION- NO MOVEMENT BETWEEN (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,60,"BLU","KW","TT W","Black"
"1746695|1746696|1746697|1746698",2018-01-05,08:48:00,"8100 HEMPSTEAD ROAD",29.7826154,-95.4366756,"GM","2A50",2,"white","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO (FRONT) (REAR) LICENSE PLATE",TRUE,"citation",NA,NA,"BLK","HONDA","CIVIC","White"
"589305",2015-02-25,NA,"7200 AIRPORT BLVD",29.6521677,-95.2960305,"GM","13D30",13,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",49,40,"WHITE","TOYT","CAMR","White"
"2410311|2410312|2410313",2019-08-23,17:00:00,"4100 POLK",29.7399178,-95.3388336,"GM","10H20",10,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|NO MOTOR VEHICLE REGISTRATION TAGS ON MOTOR VEHICLE INCLUDING TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED  (SINGLE BLOCK)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","CHEVROLET","CAVALIER",NA
"1936550|1936551",2018-06-08,00:27:00,"10000 WESTHEIMER",29.7371367,-95.5483337,"GM","20G20",20,"white","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|DRIVING AT NIGHT WITHOUT HEADLIGHTS (SINGLE BLOCK)",TRUE,"citation",NA,NA,"GRY","NISSAN","ALTIMA","White"
"1225587",2016-08-01,NA,"CHIMNEY ROCK ROAD NB AND ELLA LEE LANE",29.7398974,-95.553255,"GM","20G20",20,"white","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN STREETS) (URBAN DISTRICT)",TRUE,"citation",39,30,"BLU","NISS","SENT","White"
"2568151",2020-02-24,15:31:00,"WESTHEIMER AND S DAIRY ASHFORD",29.7362352,-95.6059346,"GM","20G70",20,"asian/pacific islander","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"WHI","UNKN","METR","Asian"
"1883333",2018-04-27,NA,"9500 CROFTON",29.84858,-95.2988079,"GM","8C10",8,"black","male","vehicular","DEFECTIVE EQUIPMENT - ACCIDENT",TRUE,"citation",NA,NA,"GREEN","FORD","EXPLORER","Black"
"1450001",2017-03-01,NA,"N US 59 HIGHWAY AND PARKER ROAD",30.03673,-95.256682,"GM","24C50",24,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"GRY","FORD","F-15","White"
"1968225",2018-07-02,15:41:00,"7600 GULF FREEWAY WEST SERVICE ROAD",29.7047677,-95.3003357,"GM","13D10",13,"white","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",42,40,"BLK","LEXS","RX33","White"
"1282124",2016-09-27,NA,"6500 RANKIN RD",29.9672696,-95.2901505,"GM","22B40",22,NA,"male","vehicular","(WHEEL/RIM/HUB) NOT SAFE OPER. COND (DISC WHEEL WITH MORE THAN 3 INCH CRACK/BROKEN SIDE RING) 49 CRF",TRUE,"citation",NA,NA,NA,"KENWORTH","TT",NA
"2498312",2019-11-24,16:44:00,"1100 CHARTRES STREET",29.7510304,-95.3569371,"GM","10H30",10,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",47,30,"WHI","CHEVROLET","EXPRESS","Black"
"1368893|1369319",2016-12-16,NA,"RUSK AND CHARTRES",29.7532711,-95.3551605,"GM","10H30",10,"white","female","vehicular","FAILURE TO OBEY TRAFFIC CONTROL DEVICE, TO WIT:A SIGN BEARING THE LEGEND - INTERSECTION|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY - (SECOND OFFENSE) - (INTERSECTION)",TRUE,"citation",NA,NA,"BLACK","TOYOTA","CAMRY","White"
"1950336",2018-06-18,02:00:00,"STANCLIFF RD AND W OREM",29.6273340000001,-95.454108,"SU","16E20",16,"white","female","vehicular","FAIL TO YIELD RIGHT-OF-WAY MAKING A LEFT TURN AT AN INTERSECTION-ACCIDENT",TRUE,"citation",NA,NA,"WHITE","CHEVROLET","CAMARO","White"
"120430|120460|120461",2014-03-22,NA,"10600 BARADA ST",29.6353523,-95.2253177,"GM","12D10",12,NA,"male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAIL TO DRIVE IN DESIGNATED LANE/NOT DRIVING WITHIN SINGLE LANE/SINGLE BLK - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","TOYOTA","4 RUNNER",NA
"2281718",2019-04-20,20:44:00,"WESTHEIMER AND S. DAIRY ASHFORD",29.7362352,-95.6059346,"GM","20G70",20,"black","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"WHITE","DODGE","CHALLENGER","Black"
"1835504|1835505|1835506",2018-03-19,12:25:00,"5400 CAVALCADE",29.8003147,-95.3168936,"GM","7C20",7,"black","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"BLUE","CHEVROLET","IMPALA","Black"
"2524027|2524028",2019-12-30,15:15:00,"12500 WESTHEIMER RD",29.737184,-95.603261,"GM","20G40",20,"white","male","vehicular","STANDING IN THE ROADWAY TO SOLICIT (A RIDE) (CONTRIBUTIONS) (EMPLOYMENT) (BUSINESS)|WALKING ALONG & UPON ROADWAY WHERE A SIDEWALK IS PROVIDED",TRUE,"citation",NA,NA,NA,NA,NA,"White"
"2228707",2019-03-04,11:00:00,"11800 MAIN",29.6261466,-95.3911926,"GM","16E10",16,"black","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",75,55,"GRAY","HONDA","PILOT","Black"
"1762224",2018-01-21,06:12:00,NA,NA,NA,NA,NA,NA,"black","male","vehicular","DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,"GRY","NISSAN","MURANO","Black"
"1850679",2018-04-02,13:50:00,"W 18TH STREET AND HEMPSTEAD HWY",29.8015563,-95.4602163,"GM","3B10",3,"white","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"WHI","NISSAN","VERSA","White"
"2374767",2019-07-20,07:33:00,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",75,60,"BLK","FORD","F-15","White"
"419787",2014-10-13,NA,"1600 COTILLION DR",29.9319073,-95.3953825,"GM","22B30",22,NA,"female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"WHITE","CHEVY","SILVERADO",NA
"2615757",2020-05-30,11:49:00,NA,NA,NA,NA,NA,NA,"black","male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"WHI","LEXS","LS 4","Black"
"1634466|1634627|1634628",2017-08-18,NA,"13000 ALIEF CLODINE RD",29.713417,-95.6107306,"GM","19G30",19,"black","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"TAN","MERZ","320","Black"
"2467390",2019-10-22,09:22:00,"SOUTHWEST FWY, WEST SERVICE RD AND CLAREWOOD DRIVE",29.710642,-95.514638,"GM","18F50",18,NA,"male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",59,45,"BLU","BMW","X3",NA
"4796",2014-01-05,NA,NA,NA,NA,NA,NA,NA,NA,"male","vehicular","DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,NA,NA,NA,NA
"1612015",2017-07-26,NA,"10000 SOUTHWEST FWY, EAST SERVICE RD",29.854267,-95.3331268,"GM","7C40",7,"white","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",50,45,"BRO","GMC","YUKO","White"
"952900",2015-12-22,NA,"600 AND PARKER",29.8587505,-95.3691637,"GM","6B10",6,NA,"male","vehicular","FAILURE TO YIELD RIGHT-OF-WAY TO VEHICLE ALREADY IN INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"MAROON","FORD","F-150",NA
"122565",2014-03-24,NA,"1800 CAPITAL",29.7547627,-95.3626334,"GM","1A10",1,NA,"female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"SILVER","FORD","FOCUS",NA
"791685|791816",2015-07-30,NA,"8800 IH 10",29.7850633,-95.5084376,"GM",NA,NA,"white","female","vehicular","USE OF BUYERS TEMPORARY CARDBOARD DEALERS TAGS FOR MORE THAN SIXTY (60) DAYS|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"BGE","CHEVROLET","SILVERADO","White"
"294222|294441|294460|294474|294560|294652",2014-07-04,NA,"4500 PECAN PARK CIR",29.8307036,-95.3990834,"GM","3B40",3,NA,"male","vehicular","ALLOW CHILD UNDER 17 (AGE 8 TO 16) TO RIDE IN A VEHICLE WITHOUT A SEAT BELT [SINGLE BLOCK]|ALLOW CHILD UNDER 17 (AGE 8 TO 16) TO RIDE IN A VEHICLE WITHOUT A SEAT BELT [SINGLE BLOCK]|ALLOW CHILD UNDER 17 (AGE 8 TO 16) TO RIDE IN A VEHICLE WITHOUT A SEAT BELT [SINGLE BLOCK]|TRANS. A CHILD UNDER EIGHT (8) YEARS OF AGE  W/OUT SAFETY SEAT SYSTEM (SINGLE BLOCK)|ALLOW CHILD UNDER 17 (AGE 8 TO 16) TO RIDE IN A VEHICLE WITHOUT A SEAT BELT [SINGLE BLOCK]|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"WHITE","CHEVY","SILVERADO",NA
"288790",2014-06-30,NA,"5500 PICKFAIR",29.8097841,-95.3189598,"GM","7C20",7,"white","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","FORD","F150","White"
"874755",2015-10-14,NA,"8700 W. HARDY",29.8388158,-95.3572702,"GM","3B50",3,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",49,40,"WHI","CHEVROLET","EXPRESS","White"
"557111",2015-02-02,NA,"9200 NORTH LOOP EAST, SOUTH SERVICE RD",29.7958185,-95.2706835,"GM","9C20",9,NA,"male","vehicular","COMMER MOTOR VEH/ DRIVER NOT PROPERLY RESTRAINED W/SEAT BELT ASSEMBLY",TRUE,"citation",NA,NA,"WHITE","INTL","SEMI",NA
"2049813",2018-09-12,21:40:00,"6400 GULFTON",29.7161523,-95.4949708,"GM","17E10",17,"black","male","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"GRAY","TOYOTA","CAMRY","Black"
"2117394",2018-11-15,14:50:00,"6900 NAVIGATION",29.7444406,-95.3009062,"GM","11H10",11,NA,"female","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING.../20",TRUE,"citation",25,20,"BLACK","JEEP","WRANGLER",NA
"668819",2015-04-23,NA,"100 IH 10",29.7842861,-95.4764517,"GM","5F10",5,"black","female","vehicular","HOV UNAUTH. USE OF RESTR. LANE DIAMOND. SYMBOL – GENERIC - (SPECIFY AM OR PM & # OF PERSONS (SING  BLK))",TRUE,"citation",NA,NA,"SIL","TOYT","4RUNNER","Black"
"1781902",2018-02-05,08:09:00,"KATY - SMITH ST COLLECTOR ROADWAY AND FRANKLIN STREET",29.7629753,-95.3601306,"GM","1A10",1,"white","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"SIL","CHEVROLET","SILVERADO","White"
"600415|600710",2015-03-05,NA,"4700 ALASKA ST",29.6855343,-95.2563709,"GM","11H30",11,"white","male","vehicular","NO VEHICLE INSPECTION STICKER|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"SILVER","HYUNDAI","T/BURON","White"
"548486|549421|549722|549857",2015-01-27,NA,"9000 S BRAESWOOD BLVD",29.6732791,-95.5339428,"GM","17E30",17,"black","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|DEFECTIVE WINDSHIELD - DRIVER VIEW OBSCURED (SING BLK)",TRUE,"citation",NA,NA,"WHITE","CHEVY","BLAZER","Black"
"1844726|1844727",2018-03-27,08:54:00,"14100 NORTHWEST FWY, WEST SERVICE RD",29.7701515,-95.1738366,"GM",NA,NA,"black","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLK","DODGE","AVENGER","Black"
"1402997",2017-01-19,NA,"US 90 AND WALLISVILLE RD",29.7996964,-95.2238209,"GM","9C40",9,"black","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",70,60,"GRY","HONDA","ACCORD","Black"
"2502313|2502314",2019-12-01,19:38:00,"9400 PEMBROOK",29.8466471,-95.2965804,"GM","8C10",8,"white","male","vehicular","TRANS. A CHILD UNDER EIGHT (8) YEARS OF AGE  W/OUT SAFETY SEAT SYSTEM (SINGLE BLOCK)",TRUE,"citation",NA,NA,"BLACK","CHEVROLET","SILVERADO","White"
"335907",2014-08-07,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",70,60,"GRAY","FORD","EXPL",NA
"2036651",2018-08-30,15:20:00,"7600 W BELLFORT AVE",29.6560506,-95.5109101,"GM","17E40",17,"white","male","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING.../20",TRUE,"citation",23,20,"SIL","NISSAN","4DR","White"
"2487229|2487230",2019-11-13,07:33:00,"IH 45 AND IH 10",29.7806377,-95.3684107,"GM","2A10",2,"black","female","vehicular","NO MOTOR VEHICLE REGISTRATION TAGS TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED   (DIST. BTWN STRTS)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,NA,"DBL","VOLKSWAGEN","JETTA","Black"
"1646046",2017-09-07,NA,"100 W GRAY",29.7533765,-95.3785908,"GM","1A20",1,"black","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",40,30,"WHITE",NA,NA,"Black"
"2569638",2020-02-26,08:09:00,"9200 LANEWOOD",29.8450157,-95.3046401,"GM","8C10",8,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","CHEVROLET","CAVALIER","Black"
"1067389",2016-03-30,NA,"8400 HAMMERLY",29.8110535,-95.4962977,"GM","5F20",5,"white","female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,NA,"CHEVROLET","TAHOE","White"
"230320|231307",2014-05-21,NA,"WASHINGTON AVE AND SAWYER",29.7683007,-95.3827565,"GM","2A40",2,"black","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN STREETS) (URBAN DISTRICT)|CHANGING LANES WITHOUT GIVING SIGNAL - DISTANCE BETWEEN STREETS",TRUE,"citation",NA,NA,"WHITE","HOND","ACCORD","Black"
"1786093|1786094",2018-02-08,09:22:00,"11000 GULF FWY, WEST SERVICE RD",29.7047677,-95.3003357,"GM","13D10",13,"unknown","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"WHI","GMC","C150","Unknown"
"2355174|2355175",2019-07-01,00:32:00,"US 290 AND N GESSNER",29.865347,-95.540779,"GM","5F30",5,"black","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS|OPERATE A MOTOR VEHICLE WITH AN EXPIRED /NO DRIVER'S LICENSE BETWEEN STREETS",TRUE,"citation",NA,NA,"BLACK","GMC","Terrain","Black"
"2259837",2019-04-01,01:56:00,"WESTHEIMER AND S. DAIRY ASHFORD",29.7362352,-95.6059346,"GM","20G70",20,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY - INTERSECTION",TRUE,"citation",NA,NA,"GOLD","TOYOTA","CAMRY","Black"
"1432929",2017-02-15,NA,"4700 N. SHEPHERD",29.8328328,-95.4103792,"GM","3B40",3,NA,"female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",45,35,"GREEN","JEEP","4DR",NA
